League,Season,Team,Location,M,W,D,L,G,GA,PTS,xG,xGA,xPTS
Serie_A,2023,Inter,away,19,15,3,1,45,11,48,38.33,18.73,38.43
Serie_A,2023,Atalanta,home,19,13,2,4,42,16,41,43.04,21.21,39.38
Serie_A,2023,Atalanta,away,19,8,4,7,30,26,28,25.43,23.1,28.05
Serie_A,2023,Empoli,home,19,5,5,9,15,23,20,20.65,27.64,22.1
Serie_A,2023,Empoli,away,19,4,4,11,14,31,16,17.41,31.07,17.38
Serie_A,2023,Fiorentina,home,19,10,5,4,37,22,35,35.67,23.06,33.52
Serie_A,2023,Fiorentina,away,19,7,4,8,24,24,25,22.43,31.91,22.24
Serie_A,2023,AC Milan,home,19,12,4,3,38,17,40,37.5,21.9,36.64
Serie_A,2023,AC Milan,away,19,10,5,4,38,32,35,34.36,25.83,32.71
Serie_A,2023,Frosinone,home,19,7,4,8,28,32,25,26.58,29.62,23.35
Serie_A,2023,Frosinone,away,19,1,7,11,16,37,10,23.62,35.43,21.14
Serie_A,2023,Torino,home,19,8,9,2,18,9,33,23.44,13.33,33.6
Serie_A,2023,Torino,away,19,5,5,9,18,27,20,19.86,25.43,22.0
Serie_A,2023,Cagliari,home,19,6,7,6,28,32,25,28.52,25.7,27.17
Serie_A,2023,Cagliari,away,19,2,5,12,14,36,11,16.92,36.86,13.87
Serie_A,2023,Lecce,home,19,6,6,7,17,27,24,25.39,30.15,22.64
Serie_A,2023,Lecce,away,19,2,8,9,15,27,14,22.23,35.24,17.45
Serie_A,2023,Salernitana,home,19,1,5,13,17,38,8,17.01,35.39,13.32
Serie_A,2023,Salernitana,away,19,1,6,12,15,43,9,14.44,43.64,9.36
Serie_A,2023,Monza,home,19,6,6,7,23,26,24,24.69,31.02,22.34
Serie_A,2023,Monza,away,19,5,6,8,16,25,21,20.86,32.81,18.18
RFPL,2014,Spartak Moscow,home,15,6,6,3,23,20,24,21.73,14.6,25.99
RFPL,2014,Spartak Moscow,away,15,6,2,7,19,22,20,19.19,18.49,21.77
RFPL,2014,FC Ufa,home,15,2,6,7,13,20,12,14.03,20.03,16.26
RFPL,2014,FC Ufa,away,15,5,4,6,13,19,19,8.48,23.24,10.25
RFPL,2014,CSKA Moscow,home,15,11,1,3,39,9,34,28.96,10.91,30.75
RFPL,2014,CSKA Moscow,away,15,8,2,5,28,18,26,22.06,17.89,23.82
RFPL,2014,Rubin Kazan,home,15,8,4,3,22,15,28,24.66,11.04,30.54
RFPL,2014,Rubin Kazan,away,15,5,5,5,17,18,20,18.04,14.39,22.62
RFPL,2014,FC Rostov,home,15,6,3,6,15,19,21,17.8,15.92,22.75
RFPL,2014,FC Rostov,away,15,1,5,9,12,32,8,11.56,25.56,13.62
RFPL,2014,FK Akhmat,home,15,6,4,5,19,13,22,14.01,11.31,21.59
RFPL,2014,FK Akhmat,away,15,4,3,8,11,17,15,12.65,16.34,17.44
RFPL,2014,Zenit St. Petersburg,home,15,12,2,1,36,8,38,31.05,8.28,35.35
RFPL,2014,Zenit St. Petersburg,away,15,8,5,2,22,9,29,19.47,8.56,28.48
RFPL,2014,Dinamo Moscow,home,15,7,5,3,31,17,26,27.45,15.89,26.44
RFPL,2014,Dinamo Moscow,away,15,7,3,5,22,19,24,17.33,22.87,17.45
RFPL,2014,Mordovya,home,15,7,3,5,10,10,24,11.5,16.59,16.39
RFPL,2014,Mordovya,away,15,4,2,9,12,33,14,12.56,27.9,12.06
RFPL,2014,Lokomotiv Moscow,home,15,8,4,3,21,12,28,19.44,13.15,25.27
RFPL,2014,Lokomotiv Moscow,away,15,3,6,6,10,13,15,13.85,15.52,18.29
RFPL,2014,Amkar,home,15,8,2,5,15,11,26,15.98,12.58,22.98
RFPL,2014,Amkar,away,15,0,6,9,10,31,6,9.53,21.57,10.6
RFPL,2014,FC Krasnodar,home,15,9,4,2,29,14,31,27.3,10.34,31.64
RFPL,2014,FC Krasnodar,away,15,8,5,2,23,13,29,16.43,18.16,19.45
RFPL,2014,Kuban Krasnodar,home,15,6,6,3,21,15,24,21.18,14.03,25.58
RFPL,2014,Kuban Krasnodar,away,15,2,6,7,11,21,12,13.98,17.72,18.36
RFPL,2014,Ural,home,15,5,2,8,17,20,17,18.28,18.88,19.82
RFPL,2014,Ural,away,15,4,1,10,14,24,13,12.07,25.38,11.98
RFPL,2014,Arsenal Tula,home,15,2,3,10,11,25,9,14.28,23.54,13.85
RFPL,2014,Arsenal Tula,away,15,5,1,9,9,21,16,12.65,24.19,12.79
RFPL,2014,Torpedo Moscow,home,15,3,6,6,14,19,15,15.4,16.55,19.0
RFPL,2014,Torpedo Moscow,away,15,3,5,7,14,26,14,13.81,25.27,13.97
RFPL,2015,Spartak Moscow,home,15,7,4,4,25,18,25,27.99,17.64,27.49
RFPL,2015,Spartak Moscow,away,15,8,1,6,23,21,25,19.21,18.26,22.47
RFPL,2015,FC Ufa,home,15,5,4,6,16,18,19,13.6,18.59,16.56
RFPL,2015,FC Ufa,away,15,1,5,9,9,26,8,7.81,25.37,8.51
RFPL,2015,CSKA Moscow,home,15,12,2,1,28,9,38,27.5,9.38,33.31
RFPL,2015,CSKA Moscow,away,15,8,3,4,23,16,27,21.96,15.89,25.04
RFPL,2015,Rubin Kazan,home,15,5,3,7,20,21,18,19.01,21.72,19.74
RFPL,2015,Rubin Kazan,away,15,4,3,8,13,18,15,17.84,25.53,15.82
RFPL,2015,FC Rostov,home,15,11,4,0,22,7,37,18.64,12.12,25.71
RFPL,2015,FC Rostov,away,15,8,2,5,19,13,26,18.59,15.21,21.53
RFPL,2015,FK Akhmat,home,15,7,5,3,22,14,26,18.31,15.04,22.16
RFPL,2015,FK Akhmat,away,15,4,6,5,13,16,18,12.09,15.88,17.88
RFPL,2015,Zenit St. Petersburg,home,15,9,4,2,35,15,31,31.95,10.29,35.3
RFPL,2015,Zenit St. Petersburg,away,15,8,4,3,26,17,28,25.34,13.98,28.2
RFPL,2015,Dinamo Moscow,home,15,3,4,8,14,24,13,16.89,18.86,19.65
RFPL,2015,Dinamo Moscow,away,15,2,6,7,11,23,12,12.76,18.2,15.55
RFPL,2015,Mordovya,home,15,3,5,7,17,21,14,18.79,16.04,22.45
RFPL,2015,Mordovya,away,15,1,7,7,13,29,10,12.43,22.85,13.03
RFPL,2015,Lokomotiv Moscow,home,15,7,4,4,19,12,25,21.38,11.47,26.94
RFPL,2015,Lokomotiv Moscow,away,15,7,4,4,24,21,25,18.06,15.6,22.06
RFPL,2015,Anzhi Makhachkala,home,15,2,5,8,13,22,11,16.54,16.5,19.85
RFPL,2015,Anzhi Makhachkala,away,15,4,3,8,15,28,15,12.21,21.09,14.37
RFPL,2015,Krylya Sovetov Samara,home,15,3,6,6,7,15,15,11.54,13.97,18.75
RFPL,2015,Krylya Sovetov Samara,away,15,6,2,7,12,16,20,16.06,20.96,17.21
RFPL,2015,Amkar,home,15,5,5,5,13,14,20,12.68,16.3,17.38
RFPL,2015,Amkar,away,15,2,5,8,9,19,11,11.0,20.62,13.46
RFPL,2015,FC Krasnodar,home,15,9,4,2,30,8,31,21.71,10.31,28.88
RFPL,2015,FC Krasnodar,away,15,7,4,4,24,17,25,20.11,16.15,23.03
RFPL,2015,Kuban Krasnodar,home,15,4,5,6,22,19,17,18.04,23.58,16.55
RFPL,2015,Kuban Krasnodar,away,15,1,6,8,12,25,9,11.26,26.5,10.17
RFPL,2015,Ural,home,15,6,3,6,24,24,21,17.41,18.34,21.02
RFPL,2015,Ural,away,15,4,6,5,15,22,18,13.41,19.9,16.15
RFPL,2016,Spartak Moscow,home,15,14,0,1,26,6,42,20.27,10.73,27.81
RFPL,2016,Spartak Moscow,away,15,8,3,4,20,21,27,15.41,19.58,17.19
RFPL,2016,FC Ufa,home,15,6,4,5,12,14,22,14.66,12.97,22.09
RFPL,2016,FC Ufa,away,15,6,3,6,10,11,21,8.19,13.41,15.58
RFPL,2016,CSKA Moscow,home,15,9,5,1,31,6,32,21.22,10.34,28.71
RFPL,2016,CSKA Moscow,away,15,9,3,3,16,9,30,15.84,9.28,25.62
RFPL,2016,Rubin Kazan,home,15,6,4,5,15,12,22,14.84,12.41,22.23
RFPL,2016,Rubin Kazan,away,15,4,4,7,15,22,16,16.76,19.95,17.26
RFPL,2016,FC Rostov,home,15,11,4,0,24,4,37,14.78,9.04,24.27
RFPL,2016,FC Rostov,away,15,2,5,8,12,14,11,10.43,11.99,18.69
RFPL,2016,FK Akhmat,home,15,8,2,5,22,16,26,17.56,10.11,26.27
RFPL,2016,FK Akhmat,away,15,6,4,5,16,19,22,12.77,13.96,18.97
RFPL,2016,Zenit St. Petersburg,home,15,11,3,1,28,9,36,25.76,10.75,30.47
RFPL,2016,Zenit St. Petersburg,away,15,7,4,4,22,10,25,19.36,11.09,27.26
RFPL,2016,Lokomotiv Moscow,home,15,4,7,4,20,14,19,19.52,9.76,27.2
RFPL,2016,Lokomotiv Moscow,away,15,6,5,4,19,13,23,14.69,10.55,22.49
RFPL,2016,Anzhi Makhachkala,home,15,3,6,6,14,18,15,15.98,15.16,19.66
RFPL,2016,Anzhi Makhachkala,away,15,4,3,8,10,20,15,8.38,17.25,13.53
RFPL,2016,Krylya Sovetov Samara,home,15,3,7,5,19,20,16,18.67,15.6,22.38
RFPL,2016,Krylya Sovetov Samara,away,15,3,3,9,12,19,12,15.37,17.3,17.89
RFPL,2016,Amkar,home,15,7,4,4,13,9,25,12.06,8.91,22.58
RFPL,2016,Amkar,away,15,1,7,7,12,20,10,7.91,14.05,14.2
RFPL,2016,FC Krasnodar,home,15,8,6,1,26,11,30,17.43,8.88,27.68
RFPL,2016,FC Krasnodar,away,15,4,7,4,14,11,19,13.9,12.58,20.29
RFPL,2016,Ural,home,15,6,2,7,13,16,20,10.91,15.04,17.06
RFPL,2016,Ural,away,15,2,4,9,11,28,10,8.36,22.03,9.73
RFPL,2016,FC Orenburg,home,15,6,5,4,16,11,23,13.3,10.08,22.68
RFPL,2016,FC Orenburg,away,15,1,4,10,9,25,7,11.31,16.11,15.83
RFPL,2016,Arsenal Tula,home,15,7,4,4,13,11,25,12.47,12.47,20.67
RFPL,2016,Arsenal Tula,away,15,0,3,12,5,29,3,8.68,22.97,10.49
RFPL,2016,Tom Tomsk,home,15,3,2,10,10,33,11,7.31,22.86,10.31
RFPL,2016,Tom Tomsk,away,15,0,3,12,7,31,3,7.76,24.65,8.21
RFPL,2017,Spartak Moscow,home,15,10,2,3,27,13,32,26.99,10.7,32.08
RFPL,2017,Spartak Moscow,away,15,6,6,3,24,19,24,22.12,15.46,25.15
RFPL,2017,FC Ufa,home,15,9,3,3,25,14,30,17.99,14.58,22.34
RFPL,2017,FC Ufa,away,15,2,7,6,9,16,13,10.25,20.68,12.92
RFPL,2017,CSKA Moscow,home,15,9,2,4,29,11,29,24.37,10.86,29.32
RFPL,2017,CSKA Moscow,away,15,8,5,2,20,12,29,21.34,15.69,24.35
RFPL,2017,Rubin Kazan,home,15,5,5,5,19,13,20,15.82,10.53,24.13
RFPL,2017,Rubin Kazan,away,15,4,6,5,13,12,18,12.42,14.21,18.0
RFPL,2017,FC Rostov,home,15,6,5,4,14,9,23,15.28,11.25,24.0
RFPL,2017,FC Rostov,away,15,3,5,7,13,19,14,11.92,16.52,16.87
RFPL,2017,FK Akhmat,home,15,6,5,4,14,13,23,18.5,11.28,27.76
RFPL,2017,FK Akhmat,away,15,4,4,7,16,21,16,12.92,19.0,15.55
RFPL,2017,Zenit St. Petersburg,home,15,9,3,3,31,10,30,28.75,7.51,33.92
RFPL,2017,Zenit St. Petersburg,away,15,5,8,2,15,11,23,17.19,12.29,23.44
RFPL,2017,Dinamo Moscow,home,15,5,7,3,15,11,22,17.68,12.03,24.45
RFPL,2017,Dinamo Moscow,away,15,5,3,7,14,19,18,13.62,18.28,16.96
RFPL,2017,Lokomotiv Moscow,home,15,9,4,2,15,6,31,17.07,7.82,27.78
RFPL,2017,Lokomotiv Moscow,away,15,9,2,4,26,15,29,19.35,15.47,23.0
RFPL,2017,Anzhi Makhachkala,home,15,5,2,8,18,25,17,15.17,18.43,17.34
RFPL,2017,Anzhi Makhachkala,away,15,1,4,10,13,30,7,11.34,20.83,13.3
RFPL,2017,Amkar,home,15,3,4,8,10,18,13,13.73,16.5,18.96
RFPL,2017,Amkar,away,15,6,4,5,10,12,22,10.63,15.93,14.61
RFPL,2017,FC Krasnodar,home,15,7,4,4,24,16,25,21.8,14.01,26.15
RFPL,2017,FC Krasnodar,away,15,9,2,4,22,14,29,16.99,15.77,20.88
RFPL,2017,Ural,home,15,4,8,3,17,16,20,16.96,17.49,20.42
RFPL,2017,Ural,away,15,4,5,6,14,16,17,10.96,18.74,13.89
RFPL,2017,Arsenal Tula,home,15,8,4,3,19,13,28,17.74,14.81,22.55
RFPL,2017,Arsenal Tula,away,15,4,2,9,16,28,14,14.86,22.79,15.33
RFPL,2017,Tosno,home,15,2,5,8,15,24,11,14.48,16.96,19.28
RFPL,2017,Tosno,away,15,4,1,10,8,30,13,7.7,21.82,11.31
RFPL,2017,SKA-Khabarovsk,home,15,2,4,9,13,24,10,13.1,23.76,13.15
RFPL,2017,SKA-Khabarovsk,away,15,0,3,12,3,31,3,4.91,31.96,4.76
RFPL,2018,Spartak Moscow,home,15,7,3,5,19,16,24,21.08,17.28,23.14
RFPL,2018,Spartak Moscow,away,15,7,4,4,17,15,25,17.82,16.82,20.9
RFPL,2018,FC Ufa,home,15,5,2,8,15,17,17,17.33,13.37,23.26
RFPL,2018,FC Ufa,away,15,0,9,6,9,17,9,7.97,17.55,11.94
RFPL,2018,CSKA Moscow,home,15,8,3,4,31,13,27,26.46,13.53,28.47
RFPL,2018,CSKA Moscow,away,15,6,6,3,15,10,24,18.11,12.38,25.15
RFPL,2018,Rubin Kazan,home,15,6,7,2,13,9,25,15.74,9.07,25.97
RFPL,2018,Rubin Kazan,away,15,1,8,6,11,21,11,11.78,21.56,12.99
RFPL,2018,FC Rostov,home,15,6,6,3,14,8,24,15.6,10.72,24.83
RFPL,2018,FC Rostov,away,15,4,5,6,11,15,17,12.41,13.96,18.88
RFPL,2018,FK Akhmat,home,15,5,7,3,15,15,22,15.13,13.21,21.39
RFPL,2018,FK Akhmat,away,15,6,2,7,13,15,20,10.78,15.26,16.54
RFPL,2018,Zenit St. Petersburg,home,15,13,1,1,39,13,40,32.17,11.52,34.54
RFPL,2018,Zenit St. Petersburg,away,15,7,3,5,18,16,24,17.29,15.75,21.93
RFPL,2018,Dinamo Moscow,home,15,5,6,4,17,10,21,17.69,10.44,26.29
RFPL,2018,Dinamo Moscow,away,15,1,9,5,11,18,12,16.65,15.3,20.43
RFPL,2018,Lokomotiv Moscow,home,15,9,5,1,25,12,32,22.22,14.1,26.64
RFPL,2018,Lokomotiv Moscow,away,15,7,3,5,20,16,24,20.03,16.02,23.94
RFPL,2018,Anzhi Makhachkala,home,15,2,4,9,8,25,10,11.35,23.74,12.31
RFPL,2018,Anzhi Makhachkala,away,15,3,2,10,5,25,11,6.34,25.75,8.88
RFPL,2018,Krylya Sovetov Samara,home,15,5,2,8,11,15,17,16.41,14.15,19.99
RFPL,2018,Krylya Sovetov Samara,away,15,3,2,10,14,31,11,13.42,28.99,11.83
RFPL,2018,FC Krasnodar,home,15,9,3,3,29,11,30,27.87,12.8,30.06
RFPL,2018,FC Krasnodar,away,15,7,5,3,26,12,26,23.47,16.34,24.81
RFPL,2018,Ural,home,15,5,5,5,18,18,20,16.79,17.35,19.74
RFPL,2018,Ural,away,15,5,3,7,15,27,18,14.96,27.32,12.27
RFPL,2018,FC Orenburg,home,15,7,4,4,18,12,25,19.01,16.23,22.84
RFPL,2018,FC Orenburg,away,15,5,3,7,21,22,18,13.06,18.71,15.81
RFPL,2018,Arsenal Tula,home,15,8,5,2,27,12,29,18.86,14.89,23.18
RFPL,2018,Arsenal Tula,away,15,4,5,6,13,21,17,13.63,21.45,14.64
RFPL,2018,FC Yenisey Krasnoyarsk,home,15,3,7,5,15,22,16,16.98,17.95,20.78
RFPL,2018,FC Yenisey Krasnoyarsk,away,15,1,1,13,9,33,4,12.63,27.55,11.07
RFPL,2019,Spartak Moscow,home,15,4,4,7,14,16,16,20.02,16.57,22.62
RFPL,2019,Spartak Moscow,away,15,7,2,6,21,17,23,22.51,18.18,23.68
RFPL,2019,FC Ufa,home,15,5,6,4,15,13,21,14.93,18.09,18.15
RFPL,2019,FC Ufa,away,15,3,8,4,7,11,17,11.09,17.65,14.68
RFPL,2019,CSKA Moscow,home,15,7,4,4,17,14,25,19.67,14.47,24.6
RFPL,2019,CSKA Moscow,away,15,7,4,4,26,15,25,20.65,19.12,21.21
RFPL,2019,Rubin Kazan,home,15,5,3,7,8,13,18,17.71,19.15,19.55
RFPL,2019,Rubin Kazan,away,15,3,8,4,10,15,17,12.37,24.31,13.26
RFPL,2019,FC Rostov,home,15,8,3,4,24,18,27,21.33,16.57,24.27
RFPL,2019,FC Rostov,away,15,4,6,5,21,32,18,19.97,28.91,17.41
RFPL,2019,FK Akhmat,home,15,2,8,5,13,21,14,16.19,16.56,19.78
RFPL,2019,FK Akhmat,away,15,5,2,8,14,25,17,17.72,24.07,16.77
RFPL,2019,Zenit St. Petersburg,home,15,10,5,0,37,9,35,35.54,10.44,34.94
RFPL,2019,Zenit St. Petersburg,away,15,12,1,2,28,9,37,26.85,14.57,28.82
RFPL,2019,Dinamo Moscow,home,15,4,4,7,12,15,16,21.49,17.62,23.25
RFPL,2019,Dinamo Moscow,away,15,7,4,4,15,15,25,18.4,15.21,22.79
RFPL,2019,Lokomotiv Moscow,home,15,7,5,3,19,14,26,26.69,15.7,27.5
RFPL,2019,Lokomotiv Moscow,away,15,9,4,2,22,15,31,21.06,15.2,24.51
RFPL,2019,Krylya Sovetov Samara,home,15,3,5,7,16,18,14,15.07,19.88,17.66
RFPL,2019,Krylya Sovetov Samara,away,15,5,2,8,17,22,17,18.51,23.1,18.68
RFPL,2019,FC Krasnodar,home,15,8,5,2,28,14,29,29.2,15.83,29.41
RFPL,2019,FC Krasnodar,away,15,6,5,4,21,16,23,16.43,17.76,19.42
RFPL,2019,Ural,home,15,5,2,8,22,28,17,18.02,23.17,17.03
RFPL,2019,Ural,away,15,4,6,5,14,25,18,13.59,26.25,14.75
RFPL,2019,FC Orenburg,home,15,3,4,8,13,25,13,20.46,15.67,23.61
RFPL,2019,FC Orenburg,away,15,4,2,9,15,27,14,14.65,21.5,15.63
RFPL,2019,Arsenal Tula,home,15,4,3,8,21,24,15,18.13,17.62,20.37
RFPL,2019,Arsenal Tula,away,15,7,2,6,16,17,23,13.88,22.84,14.96
RFPL,2019,PFC Sochi,home,15,6,3,6,28,16,21,21.63,18.62,21.05
RFPL,2019,PFC Sochi,away,15,2,6,7,12,23,12,14.83,20.23,17.6
RFPL,2019,FC Tambov,home,15,6,1,8,21,17,19,15.14,17.42,18.28
RFPL,2019,FC Tambov,away,15,3,3,9,16,24,12,10.87,22.32,10.96
RFPL,2020,Spartak Moscow,home,15,9,3,3,31,16,30,27.52,16.03,28.97
RFPL,2020,Spartak Moscow,away,15,8,3,4,25,21,27,23.63,16.66,25.51
RFPL,2020,FC Ufa,home,15,3,4,8,15,19,13,15.25,21.44,17.1
RFPL,2020,FC Ufa,away,15,3,3,9,11,27,12,11.95,20.79,14.63
RFPL,2020,CSKA Moscow,home,15,8,4,3,31,17,28,24.68,14.29,27.96
RFPL,2020,CSKA Moscow,away,15,7,1,7,20,16,22,23.49,16.07,26.75
RFPL,2020,Rubin Kazan,home,15,6,4,5,18,17,22,21.82,16.77,22.93
RFPL,2020,Rubin Kazan,away,15,10,1,4,24,16,31,20.24,16.44,22.97
RFPL,2020,FC Rostov,home,15,6,2,7,18,16,20,17.95,16.14,21.39
RFPL,2020,FC Rostov,away,15,7,2,6,19,19,23,14.64,18.03,18.23
RFPL,2020,FK Akhmat,home,15,7,4,4,23,15,25,23.67,10.07,30.06
RFPL,2020,FK Akhmat,away,15,4,3,8,13,23,15,16.48,21.98,16.06
RFPL,2020,Zenit St. Petersburg,home,15,13,1,1,53,13,40,40.13,10.16,37.2
RFPL,2020,Zenit St. Petersburg,away,15,6,7,2,23,13,25,24.95,12.48,29.97
RFPL,2020,Dinamo Moscow,home,15,10,2,3,27,10,32,23.94,11.31,29.06
RFPL,2020,Dinamo Moscow,away,15,5,3,7,17,23,18,20.53,20.37,19.77
RFPL,2020,Lokomotiv Moscow,home,15,11,2,2,24,9,35,22.28,13.41,27.77
RFPL,2020,Lokomotiv Moscow,away,15,6,3,6,21,26,21,18.46,23.86,17.6
RFPL,2020,FC Krasnodar,home,15,7,4,4,34,23,25,28.48,18.55,27.75
RFPL,2020,FC Krasnodar,away,15,5,1,9,18,22,16,16.98,19.36,18.56
RFPL,2020,Ural,home,15,6,6,3,14,11,24,13.28,16.66,19.05
RFPL,2020,Ural,away,15,1,7,7,12,25,10,13.07,25.8,13.79
RFPL,2020,Arsenal Tula,home,15,6,4,5,22,20,22,15.43,16.92,18.46
RFPL,2020,Arsenal Tula,away,15,0,1,14,6,31,1,11.52,26.01,11.39
RFPL,2020,PFC Sochi,home,15,10,4,1,31,12,34,23.22,16.27,24.5
RFPL,2020,PFC Sochi,away,15,5,4,6,18,21,19,17.41,13.1,24.01
RFPL,2020,FC Tambov,home,15,2,2,11,11,29,8,14.29,25.25,13.72
RFPL,2020,FC Tambov,away,15,1,2,12,8,36,5,8.0,32.85,5.98
RFPL,2020,Khimki,home,15,9,2,4,17,13,29,17.81,17.19,21.1
RFPL,2020,Khimki,away,15,4,4,7,18,26,16,12.18,30.07,9.23
RFPL,2020,FC Rotor Volgograd,home,15,3,2,10,5,23,11,9.4,22.29,12.06
RFPL,2020,FC Rotor Volgograd,away,15,2,5,8,10,29,11,9.24,25.29,9.68
RFPL,2021,Spartak Moscow,home,15,6,5,4,22,17,23,20.29,14.41,24.3
RFPL,2021,Spartak Moscow,away,15,4,3,8,15,24,15,19.59,18.49,23.59
RFPL,2021,FC Ufa,home,15,3,8,4,16,17,17,20.43,16.21,24.7
RFPL,2021,FC Ufa,away,15,3,4,8,13,23,13,15.36,21.69,15.82
RFPL,2021,CSKA Moscow,home,15,9,3,3,24,9,30,23.63,13.49,26.47
RFPL,2021,CSKA Moscow,away,15,6,2,7,18,20,20,19.38,19.93,19.76
RFPL,2021,Rubin Kazan,home,15,5,2,8,19,25,17,13.78,21.03,16.94
RFPL,2021,Rubin Kazan,away,15,3,3,9,15,31,12,13.67,28.3,12.13
RFPL,2021,FC Rostov,home,15,6,2,7,28,26,20,21.49,20.8,20.34
RFPL,2021,FC Rostov,away,15,4,6,5,19,25,18,14.79,19.28,17.46
RFPL,2021,FK Akhmat,home,15,9,0,6,23,17,27,23.11,14.11,25.3
RFPL,2021,FK Akhmat,away,15,4,3,8,13,21,15,16.19,16.24,21.26
RFPL,2021,Zenit St. Petersburg,home,15,13,1,1,43,15,40,36.03,12.49,34.47
RFPL,2021,Zenit St. Petersburg,away,15,6,7,2,23,13,25,27.81,13.26,29.66
RFPL,2021,Dinamo Moscow,home,15,7,3,5,25,19,24,23.06,13.9,26.98
RFPL,2021,Dinamo Moscow,away,15,9,2,4,28,22,29,23.47,17.26,25.55
RFPL,2021,Lokomotiv Moscow,home,15,9,2,4,25,17,29,18.92,18.81,20.09
RFPL,2021,Lokomotiv Moscow,away,15,4,7,4,18,22,19,13.77,19.54,16.12
RFPL,2021,Krylya Sovetov Samara,home,15,7,3,5,25,15,24,23.19,16.67,26.15
RFPL,2021,Krylya Sovetov Samara,away,15,5,2,8,14,21,17,18.79,19.12,20.65
RFPL,2021,FC Krasnodar,home,15,8,3,4,19,13,27,22.13,21.01,22.14
RFPL,2021,FC Krasnodar,away,15,6,5,4,23,17,23,22.66,16.01,24.69
RFPL,2021,Ural,home,15,3,6,6,11,14,15,14.07,18.81,17.11
RFPL,2021,Ural,away,15,5,3,7,16,21,18,12.27,23.27,12.35
RFPL,2021,Arsenal Tula,home,15,3,7,5,17,22,16,13.33,21.6,14.75
RFPL,2021,Arsenal Tula,away,15,2,1,12,13,37,7,9.68,29.9,7.38
RFPL,2021,PFC Sochi,home,15,8,3,4,29,16,27,26.73,15.87,28.98
RFPL,2021,PFC Sochi,away,15,9,2,4,25,14,29,23.65,16.26,26.28
RFPL,2021,Khimki,home,15,4,8,3,21,19,20,18.99,19.91,20.37
RFPL,2021,Khimki,away,15,3,3,9,13,28,12,16.02,27.43,13.35
RFPL,2021,Nizhny Novgorod,home,15,4,3,8,12,19,15,12.47,18.86,16.82
RFPL,2021,Nizhny Novgorod,away,15,4,6,5,14,20,18,10.88,25.66,10.21
RFPL,2022,Spartak Moscow,home,15,9,5,1,35,17,32,33.52,13.1,33.03
RFPL,2022,Spartak Moscow,away,15,6,4,5,25,21,22,27.07,19.44,25.26
RFPL,2022,CSKA Moscow,home,15,11,3,1,38,11,36,31.6,8.25,35.26
RFPL,2022,CSKA Moscow,away,15,6,4,5,18,16,22,23.05,17.86,24.99
RFPL,2022,FC Rostov,home,15,9,3,3,25,20,30,21.65,18.31,23.21
RFPL,2022,FC Rostov,away,15,6,5,4,23,24,23,17.78,24.97,16.85
RFPL,2022,FK Akhmat,home,15,7,3,5,21,17,24,20.39,14.16,24.55
RFPL,2022,FK Akhmat,away,15,8,2,5,30,22,26,16.36,21.3,16.8
RFPL,2022,Zenit St. Petersburg,home,15,13,1,1,48,11,40,35.45,9.59,33.45
RFPL,2022,Zenit St. Petersburg,away,15,8,6,1,26,9,30,22.51,8.57,30.77
RFPL,2022,Dinamo Moscow,home,15,8,2,5,25,20,26,21.42,16.58,23.5
RFPL,2022,Dinamo Moscow,away,15,5,4,6,24,25,19,22.48,19.11,23.32
RFPL,2022,Lokomotiv Moscow,home,15,6,3,6,30,23,21,29.73,23.18,23.86
RFPL,2022,Lokomotiv Moscow,away,15,7,3,5,24,23,24,17.39,21.84,18.03
RFPL,2022,Krylya Sovetov Samara,home,15,4,6,5,14,17,18,17.81,16.7,22.03
RFPL,2022,Krylya Sovetov Samara,away,15,4,2,9,18,28,14,20.06,22.51,19.89
RFPL,2022,FC Krasnodar,home,15,8,4,3,29,18,28,24.13,17.51,25.31
RFPL,2022,FC Krasnodar,away,15,5,5,5,33,28,20,20.46,21.55,20.65
RFPL,2022,Ural,home,15,6,1,8,17,23,19,19.45,20.71,20.44
RFPL,2022,Ural,away,15,4,5,6,16,22,17,14.53,19.48,16.98
RFPL,2022,FC Orenburg,home,15,10,3,2,37,19,33,32.8,22.2,27.39
RFPL,2022,FC Orenburg,away,15,4,1,10,21,36,13,16.64,26.4,16.29
RFPL,2022,Torpedo Moscow,home,15,2,1,12,9,30,7,9.52,31.03,6.49
RFPL,2022,Torpedo Moscow,away,15,0,4,11,11,32,4,11.62,32.82,8.15
RFPL,2022,PFC Sochi,home,15,8,4,3,26,18,28,26.54,13.89,26.25
RFPL,2022,PFC Sochi,away,15,3,1,11,11,36,10,15.26,28.37,14.57
RFPL,2022,Khimki,home,15,3,4,8,13,25,13,13.93,23.05,14.0
RFPL,2022,Khimki,away,15,1,2,12,12,42,5,13.03,35.65,9.47
RFPL,2022,Nizhny Novgorod,home,15,5,4,6,23,26,19,17.07,18.5,19.14
RFPL,2022,Nizhny Novgorod,away,15,3,3,9,11,22,12,11.51,26.74,11.1
RFPL,2022,Fakel,home,15,4,8,3,22,22,20,16.33,18.0,20.3
RFPL,2022,Fakel,away,15,2,4,9,14,26,10,14.98,24.75,14.17
RFPL,2023,Spartak Moscow,home,15,10,3,2,24,14,33,22.13,15.57,24.89
RFPL,2023,Spartak Moscow,away,15,4,5,6,17,18,17,15.01,17.83,18.2
RFPL,2023,CSKA Moscow,home,15,8,5,2,29,16,29,21.87,15.23,25.71
