League,Season,Team,Location,M,W,D,L,G,GA,PTS,xG,xGA,xPTS
La_liga,2020,Valencia,home,19,8,7,4,34,23,31,25.64,28.85,23.78
La_liga,2020,Valencia,away,19,2,6,11,16,30,12,16.25,26.84,18.6
La_liga,2020,Athletic Club,home,19,8,6,5,29,19,30,26.49,15.64,34.08
La_liga,2020,Athletic Club,away,19,3,7,9,17,23,16,16.57,22.82,20.69
La_liga,2020,Barcelona,home,19,11,5,3,44,20,38,45.25,21.33,40.83
La_liga,2020,Barcelona,away,19,13,2,4,41,18,41,38.71,19.6,37.36
La_liga,2020,Real Madrid,home,19,13,3,3,33,13,42,29.9,16.38,35.79
La_liga,2020,Real Madrid,away,19,12,6,1,34,15,42,35.17,22.32,34.19
La_liga,2020,Levante,home,19,5,9,5,27,30,24,22.56,25.66,23.93
La_liga,2020,Levante,away,19,4,5,10,19,27,17,18.37,29.47,19.6
La_liga,2020,Celta Vigo,home,19,9,3,7,30,30,30,31.0,24.83,30.03
La_liga,2020,Celta Vigo,away,19,5,8,6,25,27,23,20.33,25.48,22.81
La_liga,2020,Real Betis,home,19,10,5,4,27,21,35,26.04,22.57,28.75
La_liga,2020,Real Betis,away,19,7,5,7,23,29,26,23.73,24.94,26.61
La_liga,2020,Villarreal,home,19,8,6,5,29,23,30,31.3,19.99,34.91
La_liga,2020,Villarreal,away,19,7,7,5,31,21,28,26.55,23.68,28.87
La_liga,2020,Granada,home,19,9,4,6,25,25,31,21.48,21.66,25.66
La_liga,2020,Granada,away,19,4,3,12,22,40,15,19.57,38.15,14.92
La_liga,2020,Eibar,home,19,2,7,10,12,21,13,20.22,17.4,28.3
La_liga,2020,Eibar,away,19,4,5,10,17,31,17,22.23,31.44,20.32
La_liga,2020,Osasuna,home,19,7,5,7,21,23,26,20.45,24.66,22.71
La_liga,2020,Osasuna,away,19,4,6,9,16,25,18,19.15,25.17,22.39
La_liga,2020,Alaves,home,19,6,6,7,21,25,24,22.21,23.29,24.67
La_liga,2020,Alaves,away,19,3,5,11,15,32,14,16.9,28.26,18.56
La_liga,2020,Elche,home,19,5,8,6,18,23,23,16.5,30.66,16.1
La_liga,2020,Elche,away,19,3,4,12,16,32,13,13.91,30.97,14.21
La_liga,2020,Real Valladolid,home,19,3,7,9,19,30,16,23.65,25.46,25.61
La_liga,2020,Real Valladolid,away,19,2,9,8,15,27,15,14.26,27.1,15.92
La_liga,2020,SD Huesca,home,19,5,7,7,17,21,22,19.82,22.68,24.71
La_liga,2020,SD Huesca,away,19,2,6,11,17,32,12,18.15,25.96,20.52
La_liga,2020,Cadiz,home,19,5,5,9,17,30,20,18.17,26.72,19.92
La_liga,2020,Cadiz,away,19,6,6,7,19,28,24,18.53,32.19,19.09
La_liga,2021,Sevilla,home,19,12,6,1,36,17,42,25.99,17.31,31.6
La_liga,2021,Sevilla,away,19,6,10,3,17,13,28,20.86,23.28,25.4
La_liga,2021,Real Sociedad,home,19,10,5,4,16,9,35,30.5,16.63,36.01
La_liga,2021,Real Sociedad,away,19,7,6,6,24,28,27,25.59,24.88,28.02
La_liga,2021,Espanyol,home,19,9,6,4,25,19,33,22.16,26.38,23.63
La_liga,2021,Espanyol,away,19,1,6,12,15,34,9,16.74,30.74,16.4
La_liga,2021,Getafe,home,19,7,7,5,21,15,28,17.08,17.35,26.08
La_liga,2021,Getafe,away,19,1,8,10,12,26,11,14.47,27.15,16.79
La_liga,2021,Atletico Madrid,home,19,12,5,2,33,16,41,32.21,13.85,39.85
La_liga,2021,Atletico Madrid,away,19,9,3,7,32,27,30,27.24,21.92,29.16
La_liga,2021,Rayo Vallecano,home,19,8,5,6,26,22,29,26.52,22.94,29.62
La_liga,2021,Rayo Vallecano,away,19,3,4,12,13,28,13,20.51,29.21,20.85
La_liga,2021,Valencia,home,19,6,8,5,26,24,26,23.51,23.91,25.6
La_liga,2021,Valencia,away,19,5,7,7,22,29,22,18.78,28.33,20.69
La_liga,2021,Athletic Club,home,19,10,4,5,29,18,34,33.5,14.1,38.82
La_liga,2021,Athletic Club,away,19,4,9,6,14,18,21,23.51,25.18,23.98
La_liga,2021,Barcelona,home,19,12,2,5,37,19,38,36.7,15.86,38.77
La_liga,2021,Barcelona,away,19,9,8,2,31,19,35,33.85,19.22,34.83
La_liga,2021,Real Madrid,home,19,13,5,1,44,13,44,42.37,23.42,37.81
La_liga,2021,Real Madrid,away,19,13,3,3,36,18,42,37.85,22.36,35.77
La_liga,2021,Levante,home,19,5,7,7,28,30,22,31.48,25.3,31.27
La_liga,2021,Levante,away,19,3,4,12,23,46,13,26.09,37.31,21.46
La_liga,2021,Celta Vigo,home,19,7,4,8,26,23,25,25.26,22.09,28.34
La_liga,2021,Celta Vigo,away,19,5,6,8,17,20,21,19.68,24.03,22.89
La_liga,2021,Real Betis,home,19,10,2,7,34,22,32,30.9,21.38,30.78
La_liga,2021,Real Betis,away,19,9,6,4,28,18,33,25.0,25.41,25.72
La_liga,2021,Villarreal,home,19,10,6,3,40,18,36,41.1,22.28,36.31
La_liga,2021,Villarreal,away,19,6,5,8,23,19,23,29.23,25.61,27.54
La_liga,2021,Granada,home,19,5,7,7,22,29,22,22.92,33.79,21.03
La_liga,2021,Granada,away,19,3,7,9,22,32,16,18.38,32.3,16.21
La_liga,2021,Osasuna,home,19,5,7,7,17,26,22,23.34,22.18,26.69
La_liga,2021,Osasuna,away,19,7,4,8,20,25,25,18.69,28.42,22.3
La_liga,2021,Alaves,home,19,7,4,8,17,21,25,24.45,22.56,27.24
La_liga,2021,Alaves,away,19,1,3,15,14,44,6,14.02,41.01,10.36
La_liga,2021,Elche,home,19,7,6,6,24,21,27,23.32,26.63,24.13
La_liga,2021,Elche,away,19,4,3,12,16,31,15,13.49,34.44,11.53
La_liga,2021,Mallorca,home,19,7,6,6,20,25,27,24.04,23.85,25.73
La_liga,2021,Mallorca,away,19,3,3,13,16,38,12,16.54,32.28,14.03
La_liga,2021,Cadiz,home,19,3,9,7,19,24,18,24.15,26.36,24.73
La_liga,2021,Cadiz,away,19,5,6,8,16,27,21,17.65,28.39,19.45
La_liga,2022,Sevilla,home,19,7,5,7,24,25,26,30.31,24.03,31.71
La_liga,2022,Sevilla,away,19,6,5,8,23,29,23,20.38,33.95,17.93
La_liga,2022,Real Sociedad,home,19,11,5,3,26,16,38,34.65,16.16,39.65
La_liga,2022,Real Sociedad,away,19,10,3,6,25,19,33,27.91,19.39,32.18
La_liga,2022,Espanyol,home,19,4,7,8,27,35,19,31.66,28.58,28.62
La_liga,2022,Espanyol,away,19,4,6,9,25,34,18,19.38,35.35,16.26
La_liga,2022,Getafe,home,19,7,6,6,21,20,27,25.33,21.5,27.88
La_liga,2022,Getafe,away,19,3,6,10,13,25,15,13.57,25.57,16.8
La_liga,2022,Atletico Madrid,home,19,13,3,3,41,15,42,38.93,17.28,38.23
La_liga,2022,Atletico Madrid,away,19,10,5,4,29,18,35,29.75,25.92,28.79
La_liga,2022,Rayo Vallecano,home,19,9,5,5,28,22,32,25.07,20.93,28.54
La_liga,2022,Rayo Vallecano,away,19,4,5,10,17,31,17,17.46,32.26,17.03
La_liga,2022,Valencia,home,19,8,5,6,27,19,29,30.48,20.73,32.63
La_liga,2022,Valencia,away,19,3,4,12,15,26,13,23.16,31.63,21.09
La_liga,2022,Athletic Club,home,19,8,3,8,22,15,27,28.42,14.72,35.33
La_liga,2022,Athletic Club,away,19,6,6,7,25,28,24,27.8,22.77,28.51
La_liga,2022,Barcelona,home,19,15,3,1,37,4,48,49.43,13.55,44.98
La_liga,2022,Barcelona,away,19,13,1,5,33,16,40,33.37,19.79,34.33
La_liga,2022,Real Madrid,home,19,13,5,1,44,16,44,43.76,16.87,42.56
La_liga,2022,Real Madrid,away,19,11,1,7,31,20,34,35.63,22.58,33.9
La_liga,2022,Celta Vigo,home,19,7,6,6,26,21,27,23.87,19.81,28.5
La_liga,2022,Celta Vigo,away,19,4,4,11,17,32,16,18.38,29.43,18.54
La_liga,2022,Real Betis,home,19,9,5,5,26,18,32,30.28,22.49,30.39
La_liga,2022,Real Betis,away,19,8,4,7,20,23,28,24.82,29.08,23.55
La_liga,2022,Villarreal,home,19,12,3,4,36,18,39,42.45,20.89,38.97
La_liga,2022,Villarreal,away,19,7,4,8,23,22,25,23.11,30.51,22.85
La_liga,2022,Osasuna,home,19,11,1,7,24,21,34,28.37,21.73,30.46
La_liga,2022,Osasuna,away,19,4,7,8,13,21,19,13.05,29.84,14.1
La_liga,2022,Elche,home,19,3,6,10,18,29,15,27.95,30.44,25.03
La_liga,2022,Elche,away,19,2,4,13,12,38,10,12.34,46.25,9.75
La_liga,2022,Almeria,home,19,10,3,6,29,22,33,25.55,28.46,25.19
La_liga,2022,Almeria,away,19,1,5,13,20,43,8,20.55,40.8,14.96
La_liga,2022,Girona,home,19,10,3,6,35,26,33,32.07,22.46,32.25
La_liga,2022,Girona,away,19,3,7,9,23,29,16,22.73,32.26,19.35
La_liga,2022,Real Valladolid,home,19,8,4,7,21,25,28,26.35,25.98,26.11
La_liga,2022,Real Valladolid,away,19,3,3,13,12,38,12,13.51,44.36,8.78
La_liga,2022,Mallorca,home,19,10,5,4,22,12,35,23.7,16.82,31.64
La_liga,2022,Mallorca,away,19,4,3,12,15,31,15,15.86,30.16,17.1
La_liga,2022,Cadiz,home,19,7,6,6,19,23,27,22.17,29.87,24.25
La_liga,2022,Cadiz,away,19,3,6,10,11,30,15,20.51,38.91,15.66
La_liga,2023,Sevilla,home,19,6,5,8,27,27,23,32.68,30.0,28.35
La_liga,2023,Sevilla,away,19,4,6,9,21,27,18,20.85,32.99,17.2
La_liga,2023,Real Sociedad,home,19,8,6,5,26,20,30,25.12,22.09,27.64
La_liga,2023,Real Sociedad,away,19,8,6,5,25,19,30,24.04,25.2,25.06
La_liga,2023,Getafe,home,19,8,5,6,20,22,29,27.21,25.3,26.89
La_liga,2023,Getafe,away,19,2,8,9,22,32,14,23.06,32.35,19.41
La_liga,2023,Atletico Madrid,home,19,16,1,2,42,22,49,42.54,19.66,40.39
La_liga,2023,Atletico Madrid,away,19,8,3,8,28,21,27,27.29,23.8,29.46
La_liga,2023,Las Palmas,home,19,6,6,7,20,20,24,21.08,25.57,23.08
La_liga,2023,Las Palmas,away,19,4,4,11,13,27,16,14.74,34.16,14.32
La_liga,2023,Rayo Vallecano,home,19,4,8,7,18,26,20,26.11,23.29,29.07
La_liga,2023,Rayo Vallecano,away,19,4,6,9,11,22,18,20.29,22.71,23.74
La_liga,2023,Valencia,home,19,8,6,5,20,14,30,26.71,20.85,31.38
La_liga,2023,Valencia,away,19,5,4,10,20,31,19,18.41,31.48,16.57
La_liga,2023,Athletic Club,home,19,12,6,1,42,18,42,41.25,18.77,38.91
La_liga,2023,Athletic Club,away,19,7,5,7,19,19,26,20.38,23.26,24.01
La_liga,2023,Barcelona,home,19,15,1,3,43,21,46,45.85,23.41,40.79
La_liga,2023,Barcelona,away,19,11,6,2,36,23,39,35.91,22.03,36.17
La_liga,2023,Real Madrid,home,19,16,3,0,48,9,51,47.72,16.64,44.47
La_liga,2023,Real Madrid,away,19,13,5,1,39,17,44,33.17,22.64,32.91
La_liga,2023,Celta Vigo,home,19,6,6,7,21,23,24,33.3,21.83,31.98
La_liga,2023,Celta Vigo,away,19,4,5,10,25,34,17,23.09,38.23,17.79
La_liga,2023,Real Betis,home,19,9,7,3,27,19,34,32.12,19.08,35.73
La_liga,2023,Real Betis,away,19,5,8,6,21,26,23,20.8,33.4,18.92
La_liga,2023,Villarreal,home,19,7,5,7,36,32,26,35.96,27.76,31.52
La_liga,2023,Villarreal,away,19,7,6,6,29,33,27,23.85,38.1,19.03
La_liga,2023,Granada,home,19,4,6,9,24,32,18,28.64,30.53,24.7
La_liga,2023,Granada,away,19,0,3,16,14,47,3,14.95,38.79,11.2
La_liga,2023,Osasuna,home,19,6,5,8,19,26,23,25.88,23.98,27.6
La_liga,2023,Osasuna,away,19,6,4,9,26,30,22,19.91,33.39,18.67
La_liga,2023,Alaves,home,19,9,4,6,23,19,31,29.75,19.33,32.42
La_liga,2023,Alaves,away,19,3,6,10,13,27,15,22.22,32.75,18.3
La_liga,2023,Almeria,home,19,1,8,10,22,36,11,31.72,31.7,25.49
La_liga,2023,Almeria,away,19,2,4,13,21,39,10,18.18,40.16,12.79
La_liga,2023,Girona,home,19,15,2,2,53,20,47,43.03,23.11,39.13
La_liga,2023,Girona,away,19,10,4,5,32,26,34,35.02,38.82,24.65
La_liga,2023,Mallorca,home,19,6,8,5,17,16,26,19.39,16.22,27.68
La_liga,2023,Mallorca,away,19,2,8,9,16,28,14,22.34,31.34,20.78
La_liga,2023,Cadiz,home,19,5,9,5,16,19,24,20.88,16.5,29.43
La_liga,2023,Cadiz,away,19,1,6,12,10,36,9,17.1,41.33,13.1
EPL,2014,Aston Villa,home,19,5,6,8,18,25,21,18.9,21.8,23.63
EPL,2014,Aston Villa,away,19,5,2,12,13,32,17,14.2,27.91,17.26
EPL,2014,Everton,home,19,7,7,5,27,21,28,26.26,20.42,30.58
EPL,2014,Everton,away,19,5,4,10,21,29,19,18.63,25.77,20.33
EPL,2014,Southampton,home,19,11,4,4,37,13,37,34.7,14.48,39.94
EPL,2014,Southampton,away,19,7,2,10,17,20,23,20.26,24.63,22.87
EPL,2014,Leicester,home,19,7,5,7,28,22,26,29.89,20.63,31.0
EPL,2014,Leicester,away,19,4,3,12,18,33,15,18.31,35.77,13.64
EPL,2014,West Bromwich Albion,home,19,7,4,8,24,26,25,21.91,18.69,28.2
EPL,2014,West Bromwich Albion,away,19,4,7,8,14,25,19,16.72,35.06,16.54
EPL,2014,Sunderland,home,19,4,8,7,16,27,20,18.38,21.05,24.66
EPL,2014,Sunderland,away,19,3,9,7,15,26,18,19.06,30.41,19.53
EPL,2014,Crystal Palace,home,19,6,3,10,21,27,21,24.48,19.81,29.41
EPL,2014,Crystal Palace,away,19,7,6,6,26,24,27,20.27,25.68,21.15
EPL,2014,Chelsea,home,19,15,4,0,36,9,49,39.73,12.43,42.84
EPL,2014,Chelsea,away,19,11,5,3,37,23,38,28.91,19.09,32.47
EPL,2014,West Ham,home,19,9,4,6,25,18,31,28.36,21.31,31.69
EPL,2014,West Ham,away,19,3,7,9,19,29,16,18.33,36.1,15.53
EPL,2014,Tottenham,home,19,10,3,6,31,24,33,27.85,27.56,26.32
EPL,2014,Tottenham,away,19,9,4,6,27,29,31,24.54,29.48,22.61
EPL,2014,Arsenal,home,19,12,5,2,41,14,41,40.53,15.63,42.7
EPL,2014,Arsenal,away,19,10,4,5,30,22,34,29.27,20.09,32.47
EPL,2014,Swansea,home,19,9,5,5,27,22,32,22.72,22.08,27.49
EPL,2014,Swansea,away,19,7,3,9,19,27,24,18.18,33.87,15.83
EPL,2014,Stoke,home,19,10,3,6,32,22,33,30.23,23.51,30.47
EPL,2014,Stoke,away,19,5,6,8,16,23,21,16.03,23.52,21.5
EPL,2014,Newcastle United,home,19,7,5,7,26,27,26,25.31,21.47,29.31
EPL,2014,Newcastle United,away,19,3,4,12,14,36,13,14.91,29.55,16.32
EPL,2014,Liverpool,home,19,10,5,4,30,20,35,28.06,17.87,33.06
EPL,2014,Liverpool,away,19,8,3,8,22,28,27,23.63,20.38,28.11
EPL,2014,Manchester City,home,19,14,3,2,44,14,45,44.06,16.39,41.08
EPL,2014,Manchester City,away,19,10,4,5,39,24,34,31.75,24.11,32.02
EPL,2014,Manchester United,home,19,14,2,3,41,15,44,31.73,17.39,36.76
EPL,2014,Manchester United,away,19,6,8,5,21,22,26,22.47,22.45,26.28
EPL,2014,Hull,home,19,5,5,9,19,24,20,18.9,20.6,25.34
EPL,2014,Hull,away,19,3,6,10,14,27,15,13.89,26.4,15.98
EPL,2014,Burnley,home,19,4,7,8,14,21,19,20.58,24.82,22.72
EPL,2014,Burnley,away,19,3,5,11,14,32,14,18.8,33.07,17.08
EPL,2014,Queens Park Rangers,home,19,6,5,8,23,24,23,29.34,26.65,27.9
EPL,2014,Queens Park Rangers,away,19,2,1,16,19,49,7,16.39,38.62,12.38
EPL,2015,Aston Villa,home,19,2,5,12,14,35,11,16.8,28.75,17.31
EPL,2015,Aston Villa,away,19,1,3,15,13,41,6,9.73,30.25,12.53
EPL,2015,Everton,home,19,6,5,8,35,30,23,28.16,23.47,28.67
EPL,2015,Everton,away,19,5,9,5,24,25,24,25.82,31.28,24.02
EPL,2015,Bournemouth,home,19,5,5,9,23,34,20,19.18,22.5,23.63
EPL,2015,Bournemouth,away,19,6,4,9,22,33,22,19.52,31.47,20.11
EPL,2015,Southampton,home,19,11,3,5,39,22,36,32.06,20.44,34.57
EPL,2015,Southampton,away,19,7,6,6,20,19,27,24.14,23.85,26.5
EPL,2015,Leicester,home,19,12,6,1,35,18,42,34.13,23.37,34.02
EPL,2015,Leicester,away,19,11,6,2,33,18,39,34.28,21.65,34.93
EPL,2015,West Bromwich Albion,home,19,6,5,8,20,26,23,24.68,22.86,27.19
EPL,2015,West Bromwich Albion,away,19,4,8,7,14,22,20,15.07,29.08,15.11
EPL,2015,Sunderland,home,19,6,6,7,23,20,24,18.86,25.1,21.48
EPL,2015,Sunderland,away,19,3,6,10,25,42,15,21.66,33.75,19.04
EPL,2015,Crystal Palace,home,19,6,3,10,19,23,21,22.04,25.96,24.33
EPL,2015,Crystal Palace,away,19,5,6,8,20,28,21,20.46,26.98,20.57
EPL,2015,Norwich,home,19,6,5,8,26,30,23,25.04,26.52,25.23
EPL,2015,Norwich,away,19,3,2,14,13,37,11,14.15,32.41,13.95
EPL,2015,Chelsea,home,19,5,9,5,32,30,24,29.33,24.88,29.93
EPL,2015,Chelsea,away,19,7,5,7,27,23,26,25.15,19.75,29.69
EPL,2015,West Ham,home,19,9,7,3,34,26,34,30.08,26.57,27.27
EPL,2015,West Ham,away,19,7,7,5,31,25,28,24.32,28.91,22.54
EPL,2015,Tottenham,home,19,10,6,3,35,15,36,34.12,15.58,38.73
EPL,2015,Tottenham,away,19,9,7,3,34,20,34,29.3,21.5,30.7
EPL,2015,Arsenal,home,19,12,4,3,31,11,40,41.85,15.77,41.41
EPL,2015,Arsenal,away,19,8,7,4,34,25,31,31.68,18.09,35.6
EPL,2015,Swansea,home,19,8,6,5,20,20,30,19.12,23.58,22.92
EPL,2015,Swansea,away,19,4,5,10,22,32,17,20.83,30.06,19.48
EPL,2015,Stoke,home,19,8,4,7,22,24,28,20.47,22.21,26.54
EPL,2015,Stoke,away,19,6,5,8,19,31,23,22.15,32.14,21.76
EPL,2015,Newcastle United,home,19,7,7,5,32,24,28,23.36,24.54,25.7
EPL,2015,Newcastle United,away,19,2,3,14,12,41,9,14.25,30.88,14.51
EPL,2015,Liverpool,home,19,8,8,3,33,22,32,30.58,14.8,37.13
EPL,2015,Liverpool,away,19,8,4,7,30,28,28,23.79,23.09,26.16
EPL,2015,Manchester City,home,19,12,2,5,47,21,38,42.28,19.08,40.61
EPL,2015,Manchester City,away,19,7,7,5,24,20,28,23.92,18.39,29.52
EPL,2015,Manchester United,home,19,12,5,2,27,9,41,24.76,14.7,33.76
EPL,2015,Manchester United,away,19,7,4,8,22,26,25,20.67,24.96,22.68
EPL,2015,Watford,home,19,6,6,7,20,19,24,23.27,20.15,29.35
EPL,2015,Watford,away,19,6,3,10,20,31,21,19.93,31.7,18.9
EPL,2016,Everton,home,19,13,4,2,42,16,43,30.89,18.0,35.31
EPL,2016,Everton,away,19,4,6,9,20,28,18,18.74,27.78,20.46
EPL,2016,Bournemouth,home,19,9,4,6,35,29,31,26.36,25.04,25.57
EPL,2016,Bournemouth,away,19,3,6,10,20,38,15,23.65,37.95,17.6
EPL,2016,Southampton,home,19,6,6,7,17,21,24,27.79,20.98,29.98
EPL,2016,Southampton,away,19,6,4,9,24,27,22,22.2,22.11,25.7
EPL,2016,Leicester,home,19,10,4,5,31,25,34,25.06,19.64,29.64
EPL,2016,Leicester,away,19,2,4,13,17,38,10,19.28,31.66,18.48
EPL,2016,West Bromwich Albion,home,19,9,2,8,27,22,29,23.64,23.22,26.46
EPL,2016,West Bromwich Albion,away,19,3,7,9,16,29,16,14.58,24.68,19.12
EPL,2016,Sunderland,home,19,3,5,11,16,34,14,20.12,28.18,20.34
EPL,2016,Sunderland,away,19,3,1,15,13,35,10,14.1,37.48,11.9
EPL,2016,Crystal Palace,home,19,6,2,11,24,25,20,23.07,18.06,28.53
EPL,2016,Crystal Palace,away,19,6,3,10,26,38,21,22.33,31.97,19.92
EPL,2016,Chelsea,home,19,17,0,2,55,17,51,36.36,13.49,41.83
EPL,2016,Chelsea,away,19,13,3,3,30,16,42,25.44,15.13,33.91
EPL,2016,West Ham,home,19,7,4,8,19,31,25,22.76,27.21,24.78
EPL,2016,West Ham,away,19,5,5,9,28,33,20,25.49,32.47,21.27
EPL,2016,Tottenham,home,19,17,2,0,47,9,53,40.66,14.62,42.39
EPL,2016,Tottenham,away,19,9,6,4,39,17,33,29.4,19.16,32.98
EPL,2016,Arsenal,home,19,14,3,2,39,16,45,35.33,19.92,34.92
EPL,2016,Arsenal,away,19,9,3,7,38,28,30,28.25,27.16,27.19
EPL,2016,Swansea,home,19,8,3,8,27,34,27,24.25,30.63,22.29
EPL,2016,Swansea,away,19,4,2,13,18,36,14,15.25,34.5,14.2
EPL,2016,Stoke,home,19,7,6,6,24,24,27,28.76,21.94,31.35
EPL,2016,Stoke,away,19,4,5,10,17,32,17,19.11,26.73,20.95
EPL,2016,Liverpool,home,19,12,5,2,45,18,41,35.62,14.97,37.72
EPL,2016,Liverpool,away,19,10,5,4,33,24,35,31.01,22.68,32.11
EPL,2016,Manchester City,home,19,11,7,1,37,17,40,41.19,13.07,44.58
EPL,2016,Manchester City,away,19,12,2,5,43,22,38,38.67,16.53,40.84
EPL,2016,Manchester United,home,19,8,10,1,26,12,34,32.41,12.81,40.01
EPL,2016,Manchester United,away,19,10,5,4,28,17,35,25.16,18.82,30.88
EPL,2016,Watford,home,19,8,4,7,25,29,28,21.23,25.33,23.18
EPL,2016,Watford,away,19,3,3,13,15,39,12,15.02,27.29,17.44
EPL,2016,Hull,home,19,8,4,7,28,35,28,20.43,34.06,18.47
EPL,2016,Hull,away,19,1,3,15,9,45,6,13.41,37.71,12.26
EPL,2016,Burnley,home,19,10,3,6,26,20,33,18.8,24.26,21.26
EPL,2016,Burnley,away,19,1,4,14,13,35,7,16.79,31.01,17.1
EPL,2016,Middlesbrough,home,19,4,6,9,17,23,18,19.45,23.96,23.57
EPL,2016,Middlesbrough,away,19,1,7,11,10,30,10,11.48,31.34,13.68
EPL,2017,Everton,home,19,10,4,5,28,22,34,23.18,24.23,26.76
EPL,2017,Everton,away,19,3,6,10,16,36,15,20.53,31.27,20.25
EPL,2017,Bournemouth,home,19,7,5,7,26,30,26,23.4,30.19,22.8
EPL,2017,Bournemouth,away,19,4,6,9,19,31,18,16.59,34.74,14.84
EPL,2017,Southampton,home,19,4,7,8,20,26,19,24.3,18.19,30.53
EPL,2017,Southampton,away,19,3,8,8,17,30,17,17.58,28.36,18.18
EPL,2017,Leicester,home,19,7,6,6,25,22,27,26.16,20.95,31.76
EPL,2017,Leicester,away,19,5,5,9,31,38,20,24.12,28.41,24.09
EPL,2017,West Bromwich Albion,home,19,3,9,7,21,29,18,21.0,21.16,26.38
EPL,2017,West Bromwich Albion,away,19,3,4,12,10,27,13,14.18,27.84,16.59
EPL,2017,Crystal Palace,home,19,7,5,7,29,27,26,35.67,22.21,34.34
EPL,2017,Crystal Palace,away,19,4,6,9,16,28,18,21.08,31.32,23.69
EPL,2017,Chelsea,home,19,11,4,4,30,16,37,34.18,15.3,37.76
EPL,2017,Chelsea,away,19,10,3,6,32,22,33,24.99,18.73,30.7
EPL,2017,West Ham,home,19,7,6,6,24,26,27,19.1,22.34,24.1
EPL,2017,West Ham,away,19,3,6,10,24,42,15,17.7,36.03,15.16
EPL,2017,Tottenham,home,19,13,4,2,40,16,43,37.74,15.42,40.73
EPL,2017,Tottenham,away,19,10,4,5,34,20,34,31.17,20.44,35.29
EPL,2017,Arsenal,home,19,15,2,2,54,20,47,48.23,21.4,41.64
EPL,2017,Arsenal,away,19,4,4,11,20,31,16,24.04,27.34,24.26
EPL,2017,Swansea,home,19,6,3,10,17,24,21,20.01,26.72,22.83
EPL,2017,Swansea,away,19,2,6,11,11,32,12,9.7,35.12,9.48
EPL,2017,Stoke,home,19,5,5,9,20,30,20,21.35,30.21,20.5
EPL,2017,Stoke,away,19,2,7,10,15,38,13,15.41,35.33,15.67
EPL,2017,Newcastle United,home,19,8,4,7,21,17,28,23.99,21.11,27.6
EPL,2017,Newcastle United,away,19,4,4,11,18,30,16,20.63,31.36,18.63
EPL,2017,Liverpool,home,19,12,7,0,45,10,43,43.67,11.11,46.44
EPL,2017,Liverpool,away,19,9,5,5,39,28,32,33.81,24.64,32.94
EPL,2017,Manchester City,home,19,16,2,1,61,14,50,50.98,11.12,47.59
EPL,2017,Manchester City,away,19,16,2,1,45,13,50,40.45,13.39,43.5
EPL,2017,Manchester United,home,19,15,2,2,38,9,47,34.03,16.17,37.86
EPL,2017,Manchester United,away,19,10,4,5,30,19,34,25.01,27.37,24.47
EPL,2017,Watford,home,19,7,6,6,27,31,27,23.3,27.02,24.29
EPL,2017,Watford,away,19,4,2,13,17,33,14,22.55,26.96,22.4
EPL,2017,Burnley,home,19,7,5,7,16,17,26,16.72,24.0,21.48
EPL,2017,Burnley,away,19,7,7,5,20,22,28,16.05,28.15,19.52
EPL,2017,Huddersfield,home,19,6,5,8,16,25,23,17.78,22.78,22.24
EPL,2017,Huddersfield,away,19,3,5,11,12,33,14,14.35,30.44,14.6
EPL,2017,Brighton,home,19,7,8,4,24,25,29,23.98,21.56,26.76
EPL,2017,Brighton,away,19,2,5,12,10,29,11,13.23,31.53,14.09
EPL,2018,Everton,home,19,10,4,5,30,21,34,30.65,22.94,31.72
EPL,2018,Everton,away,19,5,5,9,24,25,20,23.22,26.37,23.82
EPL,2018,Bournemouth,home,19,8,5,6,30,25,29,31.32,25.26,30.51
EPL,2018,Bournemouth,away,19,5,1,13,26,45,16,27.49,37.16,20.99
EPL,2018,Southampton,home,19,5,8,6,27,30,23,26.52,27.84,25.35
EPL,2018,Southampton,away,19,4,4,11,18,35,16,23.15,31.43,19.76
EPL,2018,Leicester,home,19,8,3,8,24,20,27,27.38,19.5,30.36
EPL,2018,Leicester,away,19,7,4,8,27,28,25,24.73,25.15,25.88
EPL,2018,Crystal Palace,home,19,5,5,9,19,23,20,28.29,24.72,29.21
EPL,2018,Crystal Palace,away,19,9,2,8,32,30,29,22.36,28.08,22.72
EPL,2018,Chelsea,home,19,12,6,1,39,12,42,34.09,14.34,39.24
EPL,2018,Chelsea,away,19,9,3,7,24,27,30,29.88,23.76,32.21
EPL,2018,West Ham,home,19,9,4,6,32,27,31,25.47,26.32,25.84
EPL,2018,West Ham,away,19,6,3,10,20,28,21,22.49,39.34,17.88
EPL,2018,Tottenham,home,19,12,2,5,34,16,38,34.34,26.26,31.61
EPL,2018,Tottenham,away,19,11,0,8,33,23,33,27.41,22.89,29.83
EPL,2018,Arsenal,home,19,14,3,2,42,16,45,37.67,24.76,34.44
EPL,2018,Arsenal,away,19,7,4,8,31,35,25,27.12,32.54,24.53
EPL,2018,Newcastle United,home,19,8,1,10,24,25,25,23.64,26.87,22.8
EPL,2018,Newcastle United,away,19,4,8,7,18,23,20,16.28,30.67,16.42
EPL,2018,Liverpool,home,19,17,2,0,55,10,53,46.03,13.25,44.76
EPL,2018,Liverpool,away,19,13,5,1,34,12,44,33.43,15.9,38.69
EPL,2018,Manchester City,home,19,18,0,1,57,12,54,55.4,14.2,46.83
EPL,2018,Manchester City,away,19,14,2,3,38,11,44,38.33,11.54,43.81
